record_id,pmid,pmcid,doi,title,authors,journal,year,url,category,category_label,evidence_type,key_findings,physical_model_use,spatial_scale,model_readiness,publication_types,abstract
27617404,27617404,,10.1038/labinvest.2016.88,Immortalization of human normal and NF1 neurofibroma Schwann cells.,Li H; Chang LJ; Neubauer DR; Muir DF; Wallace MR,Laboratory investigation; a journal of technical methods and pathology,2016,https://pubmed.ncbi.nlm.nih.gov/27617404/,model_systems,Model systems,cell line resource,Established immortalized human normal and NF1 neurofibroma Schwann cell lines.,"Provides cell resources for parameterizing growth, migration, and drug response.",1.2,4.5,Evaluation Study; Journal Article,"Neurofibromas, which are benign Schwann cell tumors, are the hallmark feature in the autosomal dominant condition neurofibromatosis 1 (NF1) and are associated with biallelic loss of NF1 gene function. There is a need for effective therapies for neurofibromas, particularly the larger, plexiform neurofibromas. Tissue culture is an important tool for research. However, it is difficult to derive enriched human Schwann cell cultures, and most enter replicative senescence after 6-10 passages, impeding cell-based research in NF1. Through exogenous expression of human telomerase reverse transcriptase and murine cyclin-dependent kinase (mCdk4), normal (NF1 wild-type), neurofibroma-derived Schwann cells heterozygous for NF1 mutation, and neurofibroma-derived Schwann cells homozygous for NF1 mutation were immortalized, including some matched samples from the same NF1 patient. Initial experiments employed retroviral vectors, while subsequent work utilized lentiviral vectors carrying these genes because of improved efficiency. Expression of both transgenes was required for immortalization. Molecular and immunohistochemical analysis indicated that these cell lines are of Schwann cell lineage and have a range of phenotypes, many of which are consistent with their primary cultures. This is the first report of immortalization and detailed characterization of multiple human NF1 normal nerve and neurofibroma-derived Schwann cell lines, which will be highly useful research tools to study NF1 and other Schwann tumor biology and conditions."
29055717,29055717,PMC6863155,10.1016/j.expneurol.2017.10.012,Development of 3D culture models of plexiform neurofibroma and initial application for phenotypic characterization and drug screening.,Kraniak JM; Chalasani A; Wallace MR; Mattingly RR,Experimental neurology,2017,https://pubmed.ncbi.nlm.nih.gov/29055717/,model_systems,Model systems,3D culture and drug screening,Developed 3D plexiform neurofibroma culture models for phenotype characterization and drug screening.,"Directly informs 3D spheroid/co-culture model geometry, matrix proteolysis, and assay outputs.",2.5,5.0,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Plexiform neurofibromas (PNs), which may be present at birth in up to half of children with type 1 neurofibromatosis (NF1), can cause serious loss of function, such as quadriparesis, and can undergo malignant transformation. Surgery is the first line treatment although the invasive nature of these tumors often prevents complete resection. Recent clinical trials have shown promising success for some drugs, notably selumetinib, an inhibitor of MAP kinase kinase (MEK). We have developed three-dimensional (3D) cell culture models of immortalized cells from NF1 PNs and of control Schwann cells (SCs) that we believe mimic more closely the in vivo condition than conventional two-dimensional (2D) cell culture. Our goal is to facilitate pre-clinical identification of potential targeted therapeutics for these tumors. Three drugs, selumetinib (a MEK inhibitor), picropodophyllin (an IGF-1R inhibitor) and LDN-193189 (a BMP2 inhibitor) were tested with dose-response design in both 2D and 3D cultures for their abilities to block net cell growth. Cell lines grown in 3D conditions showed varying degrees of resistance to the inhibitory actions of all three drugs. For example, control SCs became resistant to growth inhibition by selumetinib in 3D culture. LDN-193189 was the most effective drug in 3D cultures, with only slightly reduced potency compared to the 2D cultures. Characterization of these models also demonstrated increased proteolysis of collagen IV in the matrix by the PN driver cells as compared to wild-type SCs. The proteolytic capacity of the PN cells in the model may be a clinically significant property that can be used for testing the ability of drugs to inhibit their invasive phenotype."
29893754,29893754,PMC5996849,10.1038/sdata.2018.106,Pharmacological and genomic profiling of neurofibromatosis type 1 plexiform neurofibroma-derived schwann cells.,Ferrer M; Gosline SJC; Stathis M; Zhang X; Guo X; Guha R; Ryman DA; Wallace MR; et al.,Scientific data,2018,https://pubmed.ncbi.nlm.nih.gov/29893754/,model_systems,Model systems,pharmacogenomic resource,Generated pharmacological and genomic profiling data for plexiform neurofibroma-derived Schwann cells.,Useful for model priors on pathway dependencies and drug-response parameters.,1.2,4.5,Dataset; Journal Article,"Neurofibromatosis type I (NF1) is an autosomal dominant genetic condition characterized by peripheral nervous system tumors (PNSTs), including plexiform neurofibromas (pNFs) that cause nerve dysfunction, deformity, pain damage to adjacent structures, and can undergo malignant transformation. There are no effective therapies to prevent or treat pNFs. Drug discovery efforts are slowed by the 'benign' nature of the Schwann cells that are the progenitor cells of pNF. In this work we characterize a set of pNF-derived cell lines at the genomic level (via SNP Arrays, RNAseq, and Whole Exome- Sequencing), and carry out dose response-based quantitative high-throughput screening (qHTS) with a collection of 1,912 oncology-focused compounds in a 1536-well microplate cell proliferation assays. Through the characterization and screening of NF1-/-, NF1+/+ and NF1+/- Schwann cell lines, this resource introduces novel therapeutic avenues for the development for NF1 associated pNF as well as all solid tumors with NF1 somatic mutations. The integrated data sets are openly available for further analysis at http://www.synapse.org/pnfCellCulture."
30713041,30713041,PMC6373434,10.1016/j.stemcr.2019.01.001,Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas.,Carrió M; Mazuelas H; Richaud-Patin Y; Gel B; Terribas E; Rosas I; Jimenez-Delgado S; Biayna J; et al.,Stem cell reports,2019,https://pubmed.ncbi.nlm.nih.gov/30713041/,model_systems,Model systems,iPSC reprogramming,Reprogramming captured genetic and tumorigenic properties of NF1 plexiform neurofibromas.,Provides developmental-cell-state models for initiation and differentiation assumptions.,1.7,4.0,"Journal Article; Research Support, Non-U.S. Gov't","Neurofibromatosis type 1 (NF1) is a tumor predisposition genetic disease caused by mutations in the NF1 tumor suppressor gene. Plexiform neurofibromas (PNFs) are benign Schwann cell (SC) tumors of the peripheral nerve sheath that develop through NF1 inactivation and can progress toward a malignant soft tissue sarcoma. There is a lack of non-perishable model systems to investigate PNF development. We reprogrammed PNF-derived NF1(-/-) cells, descendants from the tumor originating cell. These NF1(-/-)-induced pluripotent stem cells (iPSCs) captured the genomic status of PNFs and were able to differentiate toward neural crest stem cells and further to SCs. iPSC-derived NF1(-/-) SCs exhibited a continuous high proliferation rate, poor myelination ability, and a tendency to form 3D spheres that expressed the same markers as their PNF-derived primary SC counterparts. They represent a valuable model to study and treat PNFs. PNF-derived iPSC lines were banked for making them available."
33108355,33108355,PMC7773354,10.1172/JCI139807,Humanized neurofibroma model from induced pluripotent stem cells delineates tumor pathogenesis and developmental origins.,Mo J; Anastasaki C; Chen Z; Shipman T; Papke J; Yin K; Gutmann DH; Le LQ,The Journal of clinical investigation,2021,https://pubmed.ncbi.nlm.nih.gov/33108355/,model_systems,Model systems,humanized iPSC model,Humanized iPSC-derived neurofibroma models delineated pathogenesis and developmental origins.,Useful bridge between developmental origin and xenograft/3D physical systems.,2.0,4.3,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.","Neurofibromatosis type 1 (NF1) is a common tumor predisposition syndrome caused by NF1 gene mutation, in which affected patients develop Schwann cell lineage peripheral nerve sheath tumors (neurofibromas). To investigate human neurofibroma pathogenesis, we differentiated a series of isogenic, patient-specific NF1-mutant human induced pluripotent stem cells (hiPSCs) into Schwannian lineage cells (SLCs). We found that, although WT and heterozygous NF1-mutant hiPSCs-SLCs did not form tumors following mouse sciatic nerve implantation, NF1-null SLCs formed bona fide neurofibromas with high levels of SOX10 expression. To confirm that SOX10+ SLCs contained the cells of origin for neurofibromas, both Nf1 alleles were inactivated in mouse Sox10+ cells, leading to classic nodular cutaneous and plexiform neurofibroma formation that completely recapitulated their human counterparts. Moreover, we discovered that NF1 loss impaired Schwann cell differentiation by inducing a persistent stem-like state to expand the pool of progenitors required to initiate tumor formation, indicating that, in addition to regulating MAPK-mediated cell growth, NF1 loss also altered Schwann cell differentiation to promote neurofibroma development. Taken together, we established a complementary humanized neurofibroma explant and, to our knowledge, first-in-kind genetically engineered nodular cutaneous neurofibroma mouse models that delineate neurofibroma pathogenesis amenable to future therapeutic target discovery and evaluation."
35172160,35172160,,10.1016/j.celrep.2022.110385,Modeling iPSC-derived human neurofibroma-like tumors in mice uncovers the heterogeneity of Schwann cells within plexiform neurofibromas.,Mazuelas H; Magallón-Lorenz M; Fernández-Rodríguez J; Uriarte-Arrazola I; Richaud-Patin Y; Terribas E; Villanueva A; Castellanos E; et al.,Cell reports,2022,https://pubmed.ncbi.nlm.nih.gov/35172160/,model_systems,Model systems,iPSC-derived xenograft model,iPSC-derived human neurofibroma-like tumors in mice revealed Schwann-cell heterogeneity within plexiform neurofibromas.,Supports multiple Schwann-lineage states in agent-based or hybrid models.,2.1,4.2,"Journal Article; Research Support, Non-U.S. Gov't","Plexiform neurofibromas (pNFs) are developmental tumors that appear in neurofibromatosis type 1 individuals, constituting a major source of morbidity and potentially transforming into a highly metastatic sarcoma (MPNST). pNFs arise after NF1 inactivation in a cell of the neural crest (NC)-Schwann cell (SC) lineage. Here, we develop an iPSC-based NC-SC in vitro differentiation system and construct a lineage expression roadmap for the analysis of different 2D and 3D NF models. The best model consists of generating heterotypic spheroids (neurofibromaspheres) composed of iPSC-derived differentiating NF1(-/-) SCs and NF1(+/-) pNF-derived fibroblasts (Fbs). Neurofibromaspheres form by maintaining highly proliferative NF1(-/-) cells committed to the NC-SC axis due to SC-SC and SC-Fb interactions, resulting in SC linage cells at different maturation points. Upon engraftment on the mouse sciatic nerve, neurofibromaspheres consistently generate human NF-like tumors. Analysis of expression roadmap genes in human pNF single-cell RNA-seq data uncovers the presence of SC subpopulations at distinct differentiation states."
38744290,38744290,PMC11133839,10.1016/j.crmeth.2024.100772,A platform for rapid patient-derived cutaneous neurofibroma organoid establishment and screening.,Nguyen HTL; Kohl E; Bade J; Eng SE; Tosevska A; Al Shihabi A; Tebon PJ; Hong JJ; et al.,Cell reports methods,2024,https://pubmed.ncbi.nlm.nih.gov/38744290/,model_systems,Model systems,patient-derived organoids,Established rapid patient-derived cutaneous neurofibroma organoids for screening.,Provides organoid-scale growth/readout systems for cutaneous neurofibroma model validation.,2.3,4.8,Journal Article,"Localized cutaneous neurofibromas (cNFs) are benign tumors that arise in the dermis of patients affected by neurofibromatosis type 1 syndrome. cNFs are benign lesions: they do not undergo malignant transformation or metastasize. Nevertheless, they can cover a significant proportion of the body, with some individuals developing hundreds to thousands of lesions. cNFs can cause pain, itching, and disfigurement resulting in substantial socio-emotional repercussions. Currently, surgery and laser desiccation are the sole treatment options but may result in scarring and potential regrowth from incomplete removal. To identify effective systemic therapies, we introduce an approach to establish and screen cNF organoids. We optimized conditions to support the ex vivo growth of genomically diverse cNFs. Patient-derived cNF organoids closely recapitulate cellular and molecular features of parental tumors as measured by immunohistopathology, methylation, RNA sequencing, and flow cytometry. Our cNF organoid platform enables rapid screening of hundreds of compounds in a patient- and tumor-specific manner."
37330719,37330719,PMC11246562,10.1016/j.jid.2023.01.042,Existing and Developing Preclinical Models for Neurofibromatosis Type 1-Related Cutaneous Neurofibromas.,Staedtke V; Topilko P; Le LQ; Grimes K; Largaespada DA; Cagan RL; Steensma MR; Stemmer-Rachamimov A; et al.,The Journal of investigative dermatology,2023,https://pubmed.ncbi.nlm.nih.gov/37330719/,model_systems,Model systems,review,Reviews existing and emerging preclinical models for NF1-related cutaneous neurofibromas.,Helps match experimental validation system to simulated neurofibroma subtype.,2.0,3.8,"Journal Article; Review; Research Support, Non-U.S. Gov't","Neurofibromatosis type 1 (NF1) is caused by a nonfunctional copy of the NF1 tumor suppressor gene that predisposes patients to the development of cutaneous neurofibromas (cNFs), the skin tumor that is the hallmark of this condition. Innumerable benign cNFs, each appearing by an independent somatic inactivation of the remaining functional NF1 allele, form in nearly all patients with NF1. One of the limitations in developing a treatment for cNFs is an incomplete understanding of the underlying pathophysiology and limitations in experimental modeling. Recent advances in preclinical in vitro and in vivo modeling have substantially enhanced our understanding of cNF biology and created unprecedented opportunities for therapeutic discovery. We discuss the current state of cNF preclinical in vitro and in vivo model systems, including two- and three-dimensional cell cultures, organoids, genetically engineered mice, patient-derived xenografts, and porcine models. We highlight the models' relationship to human cNFs and how they can be used to gain insight into cNF development and therapeutic discovery."
39061138,39061138,PMC11274591,10.3390/cancers16142498,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,Ji K; Schwenkel GJ; Mattingly RR; Sundararaghavan HG; Zhang ZG; Chopp M,Cancers,2024,https://pubmed.ncbi.nlm.nih.gov/39061138/,mechanics_ecm,Mechanics/ECM,3D spheroid and secretome model,Fibroblast-derived secretome stimulated growth and invasiveness of 3D plexiform neurofibroma spheroids.,Adds fibroblast paracrine signaling and extracellular vesicle effects to 3D growth rules.,2.7,4.8,Journal Article,"Plexiform neurofibromas (PNs) occur in about a half of neurofibromatosis type 1 (NF1) patients and have garnered significant research attention due to their capacity for growth and potential for malignant transformation. NF1 plexiform neurofibroma (pNF1) is a complex tumor composed of Schwann cell-derived tumor cells (Nf1-/-) and the tumor microenvironment (TME). Although it has been widely demonstrated that the TME is involved in the formation of neurofibromas, little is known about the effects of the TME on the subsequent progression of human pNF1. Elucidating the molecular interactions between tumor cells and the TME may provide new therapeutic targets to reduce the progression of pNF1. In the present study, we focused on the contributions of fibroblasts, the most abundant cell types in the TME, to the growth of pNF1. To simulate the TME, we used a three-dimensional (3D) coculture model of immortalized pNF1 tumor cells (Nf1-/-) and primary fibroblasts (Nf1+/-) derived from pNF1 patients. We performed live-cell imaging of 3D/4D (3D in real-time) cultures through confocal microscopy followed by 3D quantitative analyses using advanced imaging software. The growth of pNF1 spheroids in 3D cocultures with fibroblasts was significantly greater than that of pNF1 spheroids in 3D monocultures. An increase in the growth of pNF1 spheroids also occurred when they were cultured with conditioned media (CM) from fibroblasts. Moreover, fibroblast-derived CM increased the invasive outgrowth and further local invasion of pNF1 spheroids. Interestingly, when small extracellular vesicles (sEVs) were depleted from the fibroblast-derived CM, the stimulation of the growth of pNF1 spheroids was lost. Our results suggest that fibroblast-derived sEVs are a therapeutic target for reducing the growth of pNF1."
10.3390/cells15100877,,,10.3390/cells15100877,"Mechanical Stiffening Promotes Growth, Invasion-Associated Phenotypes, and Reduced Selumetinib Sensitivity in 3D Plexiform Neurofibroma Cultures",Ji K; Shi C; Zhang J; Mattingly RR,Cells,2026,https://www.mdpi.com/2073-4409/15/10/877,mechanics_ecm,Mechanics/ECM,3D culture mechanobiology,"ECM stiffening promoted growth, invasion-associated phenotypes, and reduced selumetinib sensitivity in 3D plexiform neurofibroma cultures.","Directly supports ECM stiffness as a mechanical state variable coupled to growth, invasion, and therapy response.",3.2,4.8,,
24166582,24166582,,10.1007/s11060-013-1293-1,Benign whole body tumor volume is a risk factor for malignant peripheral nerve sheath tumors in neurofibromatosis type 1.,Nguyen R; Jett K; Harris GJ; Cai W; Friedman JM; Mautner VF,Journal of neuro-oncology,2013,https://pubmed.ncbi.nlm.nih.gov/24166582/,malignant_transformation,Malignant transformation,clinical imaging cohort,Benign whole-body tumor volume was associated with MPNST risk in NF1.,Adds total tumor burden as a risk covariate for malignant-transformation modules.,4.3,4.0,"Journal Article; Research Support, Non-U.S. Gov't","The purpose of this study is to determine whether benign whole body tumor volume of plexiform neurofibromas (PNs) is a risk factor for malignant peripheral nerve sheath tumors (MPNST) in individuals with neurofibromatosis type 1 (NF1). Thirty-one NF1 patients with MPNSTs and 62 age- and sex-matched NF1 patients without MPNSTs, who had undergone whole body magnetic resonance imaging (MRI) were analyzed for benign whole body tumor volume. Mann-Whitney U test, Wilcoxon signed ranks test, Fisher's exact test (two-tailed), and logistic regression analysis were used for statistical analysis. Sixteen percent of all patients with MPNST did not have internal PN. The median whole body benign tumor volume in patients with PN was 352.0 mL among the MPNST group and 3.8 mL in the comparison group (p < 0.001). When the patients were stratified by age as younger or older than 30 years (median age of MPNST diagnosis), the median benign whole body tumor volume was 693.0 mL in MPNST patients and 0.0 mL in control patients younger than 30 years (p < 0.001). The mean number of PNs in MPNST patients was 2.8 (range 0-13, median 2.0) and 1.4 (range 0-13, median 1.0) in patients without MPNST (p = 0.001). The risk of MPNST development increased 0.2 % with each additional mL of benign PN volume (adjusted odds ratio [OR] = 1.002, 95 % confidence interval [CI] 1.001-1.003, p = 0.005) and was higher in patients younger than 30 years (adjusted OR = 1.007, 95 % CI 1.002-1.012, p = 0.003). Higher numbers of PNs, larger whole body benign tumor volume, and younger age are important risk factors for MPNST. We identified a subgroup of patients with MPNST without internal PN on MRI and the lack of correlation of MPNST development with tumor burden in older patients. These findings may alter our belief that all MPNSTs arise from pre-existing PNs and suggest that surveillance MRI based on clinical suspicion may be warranted in older patients, respectively."
21987445,21987445,,10.1002/gcc.20921,Atypical neurofibromas in neurofibromatosis type 1 are premalignant tumors.,Beert E; Brems H; Daniëls B; De Wever I; Van Calenbergh F; Schoenaers J; Debiec-Rychter M; Gevaert O; et al.,"Genes, chromosomes & cancer",2011,https://pubmed.ncbi.nlm.nih.gov/21987445/,malignant_transformation,Malignant transformation,genomic pathology,"Atypical neurofibromas were described as premalignant tumors, with CDKN2A/B deletion as an early progression step.",Defines a premalignant state transition between benign neurofibroma and MPNST.,3.8,4.0,Journal Article,"Benign peripheral nerve sheath tumors (PNSTs) are a characteristic feature of neurofibromatosis type I (NF1) patients. NF1 individuals have an 8-13% lifetime risk of developing a malignant PNST (MPNST). Atypical neurofibromas are symptomatic, hypercellular PNSTs, composed of cells with hyperchromatic nuclei in the absence of mitoses. Little is known about the origin and nature of atypical neurofibromas in NF1 patients. In this study, we classified the atypical neurofibromas in the spectrum of NF1-associated PNSTs by analyzing 65 tumor samples from 48 NF1 patients. We compared tumor-specific chromosomal copy number alterations between benign neurofibromas, atypical neurofibromas, and MPNSTs (low-, intermediate-, and high-grade) by karyotyping and microarray-based comparative genome hybridization (aCGH). In 15 benign neurofibromas (4 subcutaneous and 11 plexiform), no copy number alterations were found, except a single event in a plexiform neurofibroma. One highly significant recurrent aberration (15/16) was identified in the atypical neurofibromas, namely a deletion with a minimal overlapping region (MOR) in chromosome band 9p21.3, including CDKN2A and CDKN2B. Copy number loss of the CDKN2A/B gene locus was one of the most common events in the group of MPNSTs, with deletions in low-, intermediate-, and high-grade MPNSTs. In one tumor, we observed a clear transition from a benign-atypical neurofibroma toward an intermediate-grade MPNST, confirmed by both histopathology and aCGH analysis. These data support the hypothesis that atypical neurofibromas are premalignant tumors, with the CDKN2A/B deletion as the first step in the progression toward MPNST."
29409029,29409029,PMC5961015,10.1093/neuonc/noy013,The characteristics of 76 atypical neurofibromas as precursors to neurofibromatosis 1 associated malignant peripheral nerve sheath tumors.,Higham CS; Dombi E; Rogiers A; Bhaumik S; Pans S; Connor SEJ; Miettinen M; Sciot R; et al.,Neuro-oncology,2018,https://pubmed.ncbi.nlm.nih.gov/29409029/,malignant_transformation,Malignant transformation,pathology cohort,Characterized 76 atypical neurofibromas as precursors to NF1-associated MPNST.,Supports a distinct nodular/atypical compartment rather than direct benign-to-malignant conversion.,3.9,4.0,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","BACKGROUND: Neurofibromatosis 1 (NF1) leads to the development of benign and malignant peripheral nerve sheath tumors (MPNST). MPNST have been described to develop in preexisting benign plexiform neurofibromas (PN) and have a poor prognosis. Atypical neurofibromas (ANF) were recently described as precursor lesions for MPNST, making early detection and management of ANF a possible strategy to prevent MPNST. We aimed to clinically characterize ANF and identify management approaches. METHODS: We analyzed clinical, imaging, and pathology findings of all patients with NF1 and ANF at 3 institutions. RESULTS: Sixty-three patients had 76 ANF (32M/31F; median age 27.1 y). On MRI, most ANF appeared as distinct nodular lesions and were 18F-fluorodeoxyglucose (FDG) avid. Forty-six ANF were associated with pain, 19 with motor weakness, 45 were palpable or visible, and 13 had no clinical signs. Completely resected ANF (N = 57) have not recurred (median follow-up, 4.1 y; range, 0-14 y). Four ANF transformed into MPNST and 17 patients had a history of MPNST in a different location than was their ANF. CONCLUSIONS: Growth of distinct nodular lesions, pain, and FDG-PET avidity should raise concern for ANF in NF1. Patients with ANF are at greater risk for development of MPNST. Complete resection of ANF may prevent development of MPNST."
28592921,28592921,PMC5448069,10.1155/2017/7429697,Malignant Peripheral Nerve Sheath Tumors State of the Science: Leveraging Clinical and Biological Insights into Effective Therapies.,Kim A; Stewart DR; Reilly KM; Viskochil D; Miettinen MM; Widemann BC,Sarcoma,2017,https://pubmed.ncbi.nlm.nih.gov/28592921/,malignant_transformation,Malignant transformation,review,Reviews clinical and biological insights into MPNST therapy and progression.,Frames which model outputs are relevant if simulating malignant transformation.,4.0,3.5,Journal Article; Review,"Malignant peripheral nerve sheath tumor (MPNST) is the leading cause of mortality in patients with neurofibromatosis type 1. In 2002, an MPNST consensus statement reviewed the current knowledge and provided guidance for the diagnosis and management of MPNST. Although the improvement in clinical outcome has not changed, substantial progress has been made in understanding the natural history and biology of MPNST through imaging and genomic advances since 2002. Genetically engineered mouse models that develop MPNST spontaneously have greatly facilitated preclinical evaluation of novel drugs for translation into clinical trials led by consortia efforts. Continued work in identifying alterations that contribute to the transformation, progression, and metastasis of MPNST coupled with longitudinal follow-up, biobanking, and data sharing is needed to develop prognostic biomarkers and effective prevention and therapeutic strategies for MPNST."
